id,user_name,license,image_url,latitude,longitude,scientific_name,common_name,taxon_id,taxon_family_name
1481725,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836598/medium.jpg,35.453777,-82.705926,Thalictrum dioicum,early meadow-rue,81748,Ranunculaceae
1481734,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836610/medium.jpg,35.45398,-82.706239,Trillium rugelii,southern nodding wakerobin,169999,Melanthiaceae
1481736,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836612/medium.jpg,35.454011,-82.706239,Prosartes maculata,spotted mandarin,68914,Liliaceae
1481738,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836614/medium.jpg,35.453911,-82.706245,Trillium rugelii,southern nodding wakerobin,169999,Melanthiaceae
1481741,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836617/medium.jpg,35.453938,-82.706184,Prosartes lanuginosa,yellow fairybells,68913,Liliaceae
1481751,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836626/medium.jpg,35.453941,-82.70627,Caulophyllum thalictroides,blue cohosh,84330,Berberidaceae
1481782,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836660/medium.jpg,35.454369,-82.706598,Clintonia umbellulata,white clintonia,118725,Liliaceae
1481783,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836661/medium.jpg,35.453997,-82.706512,Uvularia perfoliata,perfoliate bellwort,170095,Colchicaceae
1481787,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836663/medium.jpg,35.453787,-82.706825,Cypripedium acaule,pink lady's slipper,47588,Orchidaceae
1482060,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836986/medium.jpg,35.453861,-82.701745,Acer pensylvanicum,striped maple,48095,Sapindaceae
1482065,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836990/medium.jpg,35.453792,-82.703322,Erigeron pulchellus,robin's-plantain,59753,Asteraceae
1482067,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836992/medium.jpg,35.453658,-82.706834,Veratrum parviflorum,mountain bunchflower,362548,Melanthiaceae
1482073,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836995/medium.jpg,35.453492,-82.706955,Conopholis americana,American cancer-root,59980,Orobanchaceae
1482078,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837000/medium.jpg,35.451844,-82.708664,Rhododendron calendulaceum,Flame Azalea,118749,Ericaceae
1482081,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837003/medium.jpg,35.451605,-82.708892,Smilax biltmoreana,Biltmore's Carrionflower,169038,Smilacaceae
1482089,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837012/medium.jpg,35.451808,-82.709092,Castanea dentata,American chestnut,49186,Fagaceae
1482091,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837014/medium.jpg,35.451427,-82.709175,Hieracium venosum,rattlesnakeweed,68034,Asteraceae
1482095,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837020/medium.jpg,35.451427,-82.709175,Houstonia caerulea,azure bluet,69752,Rubiaceae
1482096,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837021/medium.jpg,35.451427,-82.709175,Viola blanda,sweet white violet,127684,Violaceae
1482097,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837022/medium.jpg,35.451427,-82.709175,Anemonoides quinquefolia,wood anemone,950598,Ranunculaceae
1482099,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1836587/medium.jpg,35.453716,-82.705773,Uvularia grandiflora,largeflower bellwort,126749,Colchicaceae
1499868,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857635/medium.jpg,35.434144,-82.707934,Trillium grandiflorum,large white trillium,55402,Melanthiaceae
1499870,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857646/medium.jpg,35.434144,-82.707934,Aristolochia macrophylla,pipevine,62772,Aristolochiaceae
1499873,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857669/medium.jpg,35.434144,-82.707934,Convallaria pseudomajalis,American lily-of-the-valley,545700,Asparagaceae
1499886,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857694/medium.jpg,35.434144,-82.707934,Betula alleghaniensis,yellow birch,49882,Betulaceae
1499887,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857696/medium.jpg,35.434144,-82.707934,Galearis spectabilis,showy orchis,51432,Orchidaceae
1499888,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857698/medium.jpg,35.434145,-82.707934,Aplectrum hyemale,putty root,123188,Orchidaceae
1499889,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857701/medium.jpg,35.434145,-82.707934,Calycanthus floridus,Carolina sweetshrub,126485,Calycanthaceae
1499893,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857709/medium.jpg,35.434144,-82.707934,Galium circaezans,licorice bedstraw,82372,Rubiaceae
1499900,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1857717/medium.jpg,35.434144,-82.707934,Trillium erectum,red trillium,50855,Melanthiaceae
1534234,Eli Dickerson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1900735/medium.jpg,35.3809166667,-82.781045,Robinia pseudoacacia,black locust,56088,Fabaceae
1694660,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2059465/medium.jpg,35.362738,-82.765734,Nyssa sylvatica,Black Tupelo,54802,Nyssaceae
1694661,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2059464/medium.jpg,35.357748,-82.764092,Quercus alba,white oak,54779,Fagaceae
1694662,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2059468/medium.jpg,35.362699,-82.765734,Acer rubrum rubrum,,49675,Sapindaceae
1706395,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2067062/medium.JPG,35.471034,-82.721689,Plantago major,greater plantain,58961,Plantaginaceae
1706409,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2067085/medium.jpg,35.471034,-82.721689,Rhododendron maximum,great rhododendron,83059,Ericaceae
1722111,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2086553/medium.JPG,35.471034,-82.721689,Goodyera pubescens,downy rattlesnake plantain,62406,Orchidaceae
1733262,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2100474/medium.JPG,35.438991,-83.02736,Solidago flexicaulis,broad-leaved goldenrod,119154,Asteraceae
1734252,Jonathan Marchal,,http://static.inaturalist.org/photos/2101788/medium.jpg,35.2843033333,-82.7919216667,Xanthorhiza simplicissima,Shrub Yellowroot,170344,Ranunculaceae
1749288,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2122797/medium.jpg,35.4558288896,-82.8893013535,Hydrastis canadensis,Goldenseal,118768,Ranunculaceae
1755331,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2131149/medium.jpg,35.283752,-82.789228,Viola blanda,sweet white violet,127684,Violaceae
1755339,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2131153/medium.jpg,35.283752,-82.789228,Veratrum viride,green false hellebore,79484,Melanthiaceae
1755349,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2131155/medium.jpg,35.283752,-82.789228,Calycanthus floridus,Carolina sweetshrub,126485,Calycanthaceae
1755351,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2131159/medium.jpg,35.283752,-82.789228,Leucothoe fontanesiana,mountain doghobble,164664,Ericaceae
1755468,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2131300/medium.jpg,35.283596,-82.789542,Rhododendron maximum,great rhododendron,83059,Ericaceae
1780441,C. Michael Stinson,CC-BY-NC,http://static.inaturalist.org/photos/2154864/medium.JPG,35.391324,-82.877919,Podophyllum peltatum,mayapple,49288,Berberidaceae
1788363,Jonathan Marchal,,http://static.inaturalist.org/photos/2165704/medium.jpg,35.351325,-82.7754833333,Halesia tetraptera,mountain silverbell,163506,Styracaceae
1788364,Jonathan Marchal,,http://static.inaturalist.org/photos/2165703/medium.jpg,35.28228,-82.746605,Rhododendron maximum,great rhododendron,83059,Ericaceae
1788365,Jonathan Marchal,,http://static.inaturalist.org/photos/2165708/medium.jpg,35.3565416667,-82.7644716667,Trillium undulatum,painted trillium,51435,Melanthiaceae
1788367,Jonathan Marchal,,http://static.inaturalist.org/photos/2165707/medium.jpg,35.315705,-82.7586833333,Betula lenta,sweet birch,49157,Betulaceae
1788368,Jonathan Marchal,,http://static.inaturalist.org/photos/2165709/medium.jpg,35.3599783333,-82.7634883333,Monotropa uniflora,Ghost Pipe,49477,Ericaceae
1788369,Jonathan Marchal,,http://static.inaturalist.org/photos/2165710/medium.jpg,35.3611616667,-82.7614133333,Goodyera pubescens,downy rattlesnake plantain,62406,Orchidaceae
1788424,Jonathan Marchal,,http://static.inaturalist.org/photos/2165773/medium.jpg,35.2766583333,-82.7442466667,Acer pensylvanicum,striped maple,48095,Sapindaceae
1788481,Jonathan Marchal,,http://static.inaturalist.org/photos/2165841/medium.jpg,35.357157,-82.77017,Lilium superbum,Turk's-cap lily,85008,Liliaceae
1792626,C. Michael Stinson,CC-BY-NC,http://static.inaturalist.org/photos/2171857/medium.jpg,35.30539,-82.920256,Monotropa uniflora,Ghost Pipe,49477,Ericaceae
1818806,Owen Carson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2207166/medium.jpg,35.23136,-82.741287,Juglans cinerea,Butternut,54792,Juglandaceae
1827775,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2218278/medium.jpg,35.411735673,-83.0228676342,Platanthera psycodes,Lesser Purple Fringed Orchid,48030,Orchidaceae
1839130,"",CC-BY-NC,http://static.inaturalist.org/photos/2234205/medium.jpg,35.40261,-82.757073,Quercus rubra ambigua,,242516,Fagaceae
1840558,"",CC-BY-NC,http://static.inaturalist.org/photos/2236458/medium.png,35.2932162887,-82.9513316075,Platanthera clavellata,small green wood orchid,52500,Orchidaceae
1840612,"",CC-BY-NC,http://static.inaturalist.org/photos/2236468/medium.png,35.3596014275,-82.9930967763,Triantha glutinosa,Sticky False Asphodel,169913,Tofieldiaceae
1867525,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2273182/medium.jpg,35.321695,-82.847375,Galax urceolata,galax,53925,Diapensiaceae
2571489,Jonathan Marchal,,http://static.inaturalist.org/photos/2868451/medium.jpg,35.284084,-82.792561,Liriodendron tulipifera,tulip tree,53582,Magnoliaceae
2724312,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3074573/medium.jpg,35.215865,-82.892291,Aplectrum hyemale,putty root,123188,Orchidaceae
2737521,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3090208/medium.jpg,35.214588,-82.895601,Goodyera pubescens,downy rattlesnake plantain,62406,Orchidaceae
2739135,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3092541/medium.jpg,35.216898,-82.896037,Solanum carolinense,Carolina horsenettle,52899,Solanaceae
2739221,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3092697/medium.jpg,35.215591,-82.892221,Ilex opaca,American holly,60749,Aquifoliaceae
2739226,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3092703/medium.jpg,35.215432,-82.893204,Leucothoe fontanesiana,mountain doghobble,164664,Ericaceae
2746312,Floyd A. Reed,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3103115/medium.jpg,35.2161,-82.896577,Fagus grandifolia,American beech,49202,Fagaceae
2840873,"",CC-BY-NC,http://static.inaturalist.org/photos/3238321/medium.JPG,35.40261,-82.757073,Corylus cornuta,beaked hazelnut,53374,Betulaceae
2858818,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3262220/medium.jpg,35.4093519518,-82.7816593285,Shortia galacifolia,Oconee bells,156106,Diapensiaceae
2859212,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3262783/medium.jpg,35.41223,-82.7521966667,Houstonia caerulea,azure bluet,69752,Rubiaceae
2893758,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3309340/medium.jpg,35.2884416667,-82.8268583333,Anemonoides quinquefolia,wood anemone,950598,Ranunculaceae
2893772,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3309359/medium.jpg,35.2933383333,-82.7973033333,Viola rotundifolia,Round-leaved Violet,126864,Violaceae
2893783,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3309386/medium.jpg,35.2855916667,-82.7990633333,Packera aurea,golden ragwort,116329,Asteraceae
2893789,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3309393/medium.jpg,35.2934616667,-82.7975533333,Podophyllum peltatum,mayapple,49288,Berberidaceae
2893801,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3309414/medium.jpg,35.2885366667,-82.8267533333,Xanthorhiza simplicissima,Shrub Yellowroot,170344,Ranunculaceae
3024313,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3505248/medium.jpg,35.2863622773,-82.7950884889,Sanguinaria canadensis,bloodroot,51044,Papaveraceae
3076643,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3546752/medium.png,35.426029,-83.082819,Allium tricoccum,small white leek,55634,Amaryllidaceae
3122680,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3611843/medium.jpg,35.3451883333,-82.666725,Leucothoe fontanesiana,mountain doghobble,164664,Ericaceae
3174414,Laura Brenskelle,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3671043/medium.jpg,35.2428206948,-82.8619982512,Trillium undulatum,painted trillium,51435,Melanthiaceae
3275713,Susan Sachs,,http://static.inaturalist.org/photos/3787812/medium.jpg,35.4318342656,-83.0238563696,Caulophyllum thalictroides,blue cohosh,84330,Berberidaceae
3365953,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3886487/medium.JPG,35.2190534,-82.7778579,Adlumia fungosa,climbing fumitory,158027,Papaveraceae
3365954,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3886485/medium.JPG,35.2190534,-82.7778579,Clintonia umbellulata,white clintonia,118725,Liliaceae
3365955,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3886480/medium.JPG,35.2190534,-82.7778579,Euonymus obovatus,Running Strawberry-bush,144192,Celastraceae
3419542,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3960019/medium.jpg,35.4065469979,-83.0805966911,Silene virginica,fire pink,57291,Caryophyllaceae
3419553,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3960028/medium.jpg,35.4063672899,-83.0804023147,Castilleja coccinea,Painted-cup Paintbrush,49342,Orobanchaceae
