id,user_name,license,image_url,latitude,longitude,scientific_name,common_name,taxon_family_name
293837,Arleigh Birchler,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/363878/medium.JPG,35.72428,-78.784482,Erythronium umbilicatum,dimpled trout lily,Liliaceae
306426,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/380169/medium.jpg,36.029289773,-78.6812917479,Echinacea laevigata,smooth purple coneflower,Asteraceae
308913,Arleigh Birchler,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/383164/medium.JPG,35.591994,-77.264442,Nyssa aquatica,Water Tupelo,Nyssaceae
327611,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/407989/medium.jpg,36.149107,-75.745938,Gaillardia pulchella,Indian blanket,Asteraceae
333203,Arleigh Birchler,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/415821/medium.JPG,35.898187,-79.03155,Stewartia malacodendron,Silky Camellia,Theaceae
339140,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/422207/medium.jpg,35.984516,-79.060277,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
344487,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/428763/medium.jpg,36.128383,-75.734984,Diospyros virginiana,American persimmon,Ebenaceae
344490,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/428766/medium.jpg,36.130216,-75.732553,Sassafras albidum,sassafras,Lauraceae
344492,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/428770/medium.jpg,36.132525,-75.735042,Morella cerifera,wax myrtle,Myricaceae
345476,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/430099/medium.jpg,36.14913,-75.745612,Vitis rotundifolia,muscadine,Vitaceae
350457,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/436726/medium.jpg,35.984515,-79.060363,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
385847,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/482310/medium.jpg,35.985624,-79.057361,Trichostema dichotomum,Blue Curls,Lamiaceae
399052,,CC-BY-NC,http://static.inaturalist.org/photos/499433/medium.jpg,36.012137,-78.975286,Monotropa uniflora,Ghost Pipe,Ericaceae
572669,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/727981/medium.jpg,34.9116990324,-78.5547063311,Lindera melissifolia,southern spicebush,Lauraceae
620675,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/780746/medium.jpg,36.1558643562,-78.9441115629,Dicentra cucullaria,Dutchman's breeches,Papaveraceae
630480,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/793559/medium.jpg,35.933397,-78.979464,Asimina triloba,common pawpaw,Annonaceae
631081,Mickey Jo Sorrell,CC-BY-NC,http://static.inaturalist.org/photos/794230/medium.jpg,35.9491533333,-79.0504,Viburnum rafinesqueanum,downy arrowwood,Viburnaceae
633593,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/797506/medium.jpg,35.977559,-79.061092,Houstonia caerulea,azure bluet,Rubiaceae
644039,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/811244/medium.jpg,35.9819218894,-78.8248951213,Krigia dandelion,Potato Dandelion,Asteraceae
647849,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/817030/medium.JPG,35.828983,-82.186195,Symplocos tinctoria,Sweetleaf,Symplocaceae
649441,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/819067/medium.JPG,35.828983,-82.186195,Dicentra cucullaria,Dutchman's breeches,Papaveraceae
649476,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/819109/medium.JPG,35.828983,-82.186195,Trillium erectum,red trillium,Melanthiaceae
662963,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/835315/medium.JPG,35.706244,-82.414008,Amelanchier laevis,smooth shadbush,Rosaceae
669815,April Hicks,,http://static.inaturalist.org/photos/843852/medium.jpg,36.118249,-81.782849,Trillium undulatum,painted trillium,Melanthiaceae
676863,Bryan Tompkins,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/852632/medium.jpg,35.6256414987,-82.3801042267,Trillium erectum,red trillium,Melanthiaceae
697935,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/875643/medium.jpg,33.9747331504,-78.4934774367,Dionaea muscipula,Venus flytrap,Droseraceae
701818,J. Allen Ratzlaff,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/880261/medium.jpg,35.78702451,-82.408621591,Spigelia marilandica,Indian Pink,Loganiaceae
708816,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/890656/medium.jpg,36.3621678112,-78.7171034052,Echinacea laevigata,smooth purple coneflower,Asteraceae
752933,Greg Maher,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/953579/medium.JPG,35.041496,-80.800501,Ulmus alata,Winged Elm,Ulmaceae
787779,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/990484/medium.JPG,35.592041,-82.571919,Datura stramonium,jimsonweed,Solanaceae
808045,J. Allen Ratzlaff,CC-BY-NC,http://static.inaturalist.org/photos/1018566/medium.jpg,35.566619,-82.570731,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
813476,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1025849/medium.jpg,35.984602,-79.060148,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
823346,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1039168/medium.JPG,35.593407,-82.565594,Clematis terniflora,autumn clematis,Ranunculaceae
824961,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1041254/medium.jpg,36.495711,-79.751184,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
828662,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1045905/medium.jpg,35.9209940782,-79.9952271783,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
838490,Ben Carter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1061513/medium.jpg,36.00634445,-78.9449466667,Diospyros virginiana,American persimmon,Ebenaceae
865158,Ben Carter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1097776/medium.jpg,35.9913366667,-78.9452966667,Morus alba,white mulberry,Moraceae
909711,Ken-ichi Ueda,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/1159737/medium.jpg,35.1727066553,-83.6051219956,Parnassia grandifolia,bigleaf grass-of-parnassus,Celastraceae
910760,Milo Pyne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1161311/medium.jpg,35.980369,-78.945048,Celtis laevigata,sugar hackberry,Cannabaceae
911616,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1162652/medium.jpg,36.3987388693,-80.5613430288,Paronychia argyrocoma,silverling,Caryophyllaceae
911670,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1162722/medium.jpg,36.3889903971,-80.5692441203,Quercus ilicifolia,bear oak,Fagaceae
1030439,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1292609/medium.jpg,36.435733,-76.700792,Callicarpa americana,American beautyberry,Lamiaceae
1067672,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1338365/medium.JPG,35.453815,-83.949038,Galax urceolata,galax,Diapensiaceae
1067681,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1338378/medium.JPG,35.449045,-83.941649,Rubus odoratus,purple-flowered raspberry,Rosaceae
1083116,Matt Rung,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1360371/medium.JPG,36.253473,-79.756212,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
1136602,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1429482/medium.JPG,35.3228759395,-82.912847168,Pieris floribunda,mountain andromeda,Ericaceae
1140504,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1434771/medium.jpg,35.828983,-82.186195,Neottia smallii,Kidneyleaf Twayblade,Orchidaceae
1146488,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1443610/medium.jpg,36.14464018,-75.74488783,Zanthoxylum clava-herculis,Hercules' club,Rutaceae
1157164,Milo Pyne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1459013/medium.jpg,36.1362916667,-79.159875,Gleditsia triacanthos,honey locust,Fabaceae
1188223,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1500830/medium.JPG,35.687986,-82.384545,Sibbaldiopsis tridentata,three-toothed cinquefoil,Rosaceae
1273301,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/1597288/medium.jpg,35.843191,-82.230048,Trillium undulatum,painted trillium,Melanthiaceae
1283591,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1609561/medium.jpg,36.1434081595,-79.7521499971,Symplocarpus foetidus,Eastern Skunk Cabbage,Araceae
1294048,Mike Dickison,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/1623299/medium.jpg,36.412964,-80.252388,Hieracium venosum,rattlesnakeweed,Asteraceae
1375983,Milo Pyne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1700565/medium.jpg,36.316322436,-77.5840163539,Trillium sessile,toadshade,Melanthiaceae
1454556,,,http://static.inaturalist.org/photos/1803021/medium.JPG,35.515601,-82.823181,Juglans nigra,eastern black walnut,Juglandaceae
1482089,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1837012/medium.jpg,35.451808,-82.709092,Castanea dentata,American chestnut,Fagaceae
1503923,"",CC-BY-NC,http://static.inaturalist.org/photos/1863011/medium.jpg,35.595672,-83.459173,Clintonia borealis,bluebead lily,Liliaceae
1531472,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1897556/medium.jpg,36.403181,-81.463159,Conopholis americana,American cancer-root,Orobanchaceae
1568639,Tim Guida,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1941743/medium.jpg,36.25994,-80.487796,Monotropa hypopitys,pinesap,Ericaceae
1574856,Tamara Matheson,,http://static.inaturalist.org/photos/1948109/medium.jpg,36.19611555,-78.8914516333,Elephantopus tomentosus,common elephant's-foot,Asteraceae
1574870,Tamara Matheson,,http://static.inaturalist.org/photos/1948988/medium.jpg,36.2015317833,-78.8877199167,Verbascum thapsus,great mullein,Scrophulariaceae
1590048,"",CC-BY-NC,http://static.inaturalist.org/photos/1959981/medium.jpg,35.9097555072,-79.1204510261,Salix humilis humilis,Prairie Willow,Salicaceae
1722848,fm5050,CC-BY-NC,http://static.inaturalist.org/photos/2087526/medium.jpg,35.613006,-82.566197,Monotropa uniflora,Ghost Pipe,Ericaceae
1793067,Katherine Thorington,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2172391/medium.jpg,36.153874,-80.296866,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
1802311,"",CC-BY-NC,http://static.inaturalist.org/photos/2183335/medium.JPG,35.5049086902,-83.4438171234,Stachys clingmanii,Clingman's Hedgenettle,Lamiaceae
1818060,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/3055379/medium.jpg,35.0830069315,-82.7323188577,Rubus dalibarda,dewdrop,Rosaceae
1823589,Katherine Thorington,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2212578/medium.jpg,36.154201,-80.297341,Apios americana,American groundnut,Fabaceae
1828883,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2219976/medium.JPG,35.055024,-83.407381,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
1840780,"",CC-BY-NC,http://static.inaturalist.org/photos/2236703/medium.JPG,35.0696944444,-83.2374277778,Thalictrum clavatum,Mountain Meadow-rue,Ranunculaceae
1841941,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2238224/medium.jpg,35.984361,-79.060278,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
1869318,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2275856/medium.jpg,35.885759,-81.884477,Melampyrum lineare,narrowleaf cow wheat,Orobanchaceae
1869357,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2275883/medium.jpg,35.885477,-81.884587,Campanula divaricata,Southern Harebell,Campanulaceae
1875565,Tamara Matheson,,http://static.inaturalist.org/photos/2285082/medium.jpg,36.199307,-78.884626,Eupatorium pubescens,roundleaf thoroughwort,Asteraceae
1878022,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2288497/medium.jpg,34.7744785808,-76.8722833299,Dionaea muscipula,Venus flytrap,Droseraceae
1885820,Tim Schreckengost,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2299010/medium.jpg,35.3439866667,-75.5036383333,Ipomoea sagittata,Saltmarsh Morning-glory,Convolvulaceae
1888261,Ann Walter-Fromson,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2302341/medium.jpg,36.332102,-81.689767,Collinsonia canadensis,citronella horse balm,Lamiaceae
1911495,Erin Faulkner,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2333799/medium.jpg,34.1129488092,-78.2653628457,Dionaea muscipula,Venus flytrap,Droseraceae
1911520,"",CC-BY-NC,http://static.inaturalist.org/photos/2333828/medium.JPG,35.8419888889,-79.0140388889,Helianthus divaricatus,woodland sunflower,Asteraceae
1911613,"",CC-BY-NC,http://static.inaturalist.org/photos/2333935/medium.JPG,35.9584305556,-79.1695722222,Coreopsis verticillata,Whorled Coreopsis,Asteraceae
1965333,C.,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2407933/medium.JPG,35.009744,-78.825332,Opuntia humifusa,low pricklypear,Cactaceae
1972752,"",CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/2417465/medium.JPG,35.81168,-78.71393,Lonicera sempervirens,coral honeysuckle,Caprifoliaceae
1999298,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/2432354/medium.JPG,34.0952749949,-78.0375920775,Dionaea muscipula,Venus flytrap,Droseraceae
2088697,C.,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2499124/medium.jpg,35.7927777778,-78.6630555556,Triodanis perfoliata,clasping Venus's looking glass,Campanulaceae
2163639,"",,https://static.inaturalist.org/photos/2537259/medium.jpg,36.02633196,-79.05572946,Liriodendron tulipifera,tulip tree,Magnoliaceae
2196717,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2542451/medium.jpg,36.029388,-79.049117,Liriodendron tulipifera,tulip tree,Magnoliaceae
2256083,Milo Pyne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2552353/medium.jpg,36.012979,-78.949394,Diospyros virginiana,American persimmon,Ebenaceae
2310854,"",CC-BY-NC,http://static.inaturalist.org/photos/2569442/medium.JPG,35.8522861111,-79.1946333333,Lobelia puberula,downy lobelia,Campanulaceae
2350482,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2611342/medium.JPG,35.48468164,-76.90441623,Clematis crispa,Swamp Leatherflower,Ranunculaceae
2375744,"",CC-BY-NC,http://static.inaturalist.org/photos/2646337/medium.JPG,36.1076555556,-79.1101527778,Andropogon ternarius,splitbeard bluestem,Poaceae
2396329,Jessica Hamke,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2670473/medium.JPG,36.031657,-79.052333,Euonymus americanus,strawberry bush,Celastraceae
2429875,"",CC-BY-NC,http://static.inaturalist.org/photos/2706198/medium.JPG,35.0156444444,-83.1262888889,Mimulus ringens,Allegheny monkeyflower,Phrymaceae
2429907,"",CC-BY-NC,http://static.inaturalist.org/photos/2706229/medium.JPG,35.1089347955,-83.0768940764,Boykinia aconitifolia,Allegheny Brookfoam,Saxifragaceae
2447431,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/2732406/medium.jpg,35.6378917484,-82.5077467446,Trillium rugelii,southern nodding wakerobin,Melanthiaceae
2559078,Erin Oliver,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2849992/medium.JPG,36.158194,-81.748222,Rhododendron maximum,great rhododendron,Ericaceae
2633947,Katie Kovach,,http://static.inaturalist.org/photos/2952541/medium.jpeg,36.02360063,-78.92766693,Asimina triloba,common pawpaw,Annonaceae
2657341,Rebecca Stubbs,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2986618/medium.jpg,36.55745393,-81.18820486,Micranthes caroliniana,Carolina saxifrage,Saxifragaceae
2664864,"",,http://static.inaturalist.org/photos/2995779/medium.JPG,36.076658,-78.90029,Asimina triloba,common pawpaw,Annonaceae
2711227,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/3055382/medium.jpg,35.0098383924,-82.7791007175,Sarracenia jonesii,mountain sweet pitcher plant,Sarraceniaceae
2736600,Tamara Matheson,,http://static.inaturalist.org/photos/3088708/medium.jpeg,36.20010975,-78.89158636,Mitchella repens,partridgeberry,Rubiaceae
2792820,"",CC-BY-NC,http://static.inaturalist.org/photos/3169511/medium.JPG,35.9794284891,-79.1985691501,Monotropsis odorata,Sweet Pinesap,Ericaceae
2802124,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3181968/medium.jpeg,35.6347627425,-82.5635151565,Ficaria verna,lesser celandine,Ranunculaceae
2808681,Jenny,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3191504/medium.jpg,36.1879616667,-78.5539383333,Sanguinaria canadensis,bloodroot,Papaveraceae
2829953,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3222383/medium.jpg,36.14232,-78.845122,Cercis canadensis,eastern redbud,Fabaceae
2834444,Johnny Wilson,CC-BY-NC,http://static.inaturalist.org/photos/3228834/medium.jpg,36.074338127,-78.8679187094,Uvularia sessilifolia,sessile bellwort,Colchicaceae
2837303,Dana Fitz-Simons,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3233176/medium.jpg,36.060479,-79.114562,Xanthorhiza simplicissima,Shrub Yellowroot,Ranunculaceae
2847211,Jack Spruill,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3246856/medium.jpg,35.9354164638,-76.5753133782,Diospyros virginiana,American persimmon,Ebenaceae
2847235,Jack Spruill,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3246893/medium.jpg,35.9359907499,-76.5752576385,Sambucus canadensis,American black elderberry,Viburnaceae
2873853,Jacob Malcom,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3280724/medium.jpg,36.4709936735,-80.6186793466,Lonicera japonica,Japanese honeysuckle,Caprifoliaceae
2904393,Whalen Dillon,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3322499/medium.jpg,35.888695,-82.8055283333,Stellaria pubera,star chickweed,Caryophyllaceae
2945674,Libbie Dobbs,,http://static.inaturalist.org/photos/3378333/medium.jpg,35.6325430982,-82.5558628143,Lunaria annua,Annual Honesty,Brassicaceae
2947040,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3379768/medium.jpg,36.0621991195,-78.9696367086,Arisaema triphyllum,Jack-in-the-Pulpit,Araceae
2952291,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3386578/medium.jpg,35.985611,-79.021912,Zizia aurea,golden Alexander,Apiaceae
2987390,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3434899/medium.JPG,35.5333,-82.516667,Conopholis americana,American cancer-root,Orobanchaceae
3007773,Stephen,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3459859/medium.JPG,35.8143097874,-75.6173240569,Cartrema americana,American olive,Oleaceae
3007789,Jonathan (JC) Carpenter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3459876/medium.JPG,35.4815420894,-83.2544562137,Sanguinaria canadensis,bloodroot,Papaveraceae
3015525,Suzanne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3468986/medium.jpeg,35.9066660008,-79.9408340827,Maianthemum racemosum,Solomon's plume,Asparagaceae
3022226,Milo Pyne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3478699/medium.jpg,36.0600699485,-78.9647011925,Chrysogonum virginianum virginianum,,Asteraceae
3022811,"",CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3478989/medium.jpeg,35.92243854,-78.98195397,Platanus occidentalis,American sycamore,Platanaceae
3022815,"",CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3479005/medium.jpeg,35.92196687,-78.98173983,Cercis canadensis,eastern redbud,Fabaceae
3080401,Jonathan (JC) Carpenter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3552180/medium.JPG,35.58814,-83.3583733333,Trillium undulatum,painted trillium,Melanthiaceae
3119767,Alan Weakley,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3607765/medium.jpg,35.1471351222,-83.1499209443,Packera millefolium,yarrowleaf ragwort,Asteraceae
3124139,Suzanne,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3613915/medium.jpeg,35.8974990733,-79.9313890189,Hieracium venosum,rattlesnakeweed,Asteraceae
3126461,"",CC-BY-NC,http://static.inaturalist.org/photos/3616461/medium.JPG,35.1155159878,-83.0557915604,Packera millefolium,yarrowleaf ragwort,Asteraceae
3135291,Alan Weakley,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3627769/medium.jpg,35.0541797593,-82.7814881772,Hexastylis rhombiformis,French Broad heartleaf,Aristolochiaceae
3191232,Evan M. Raskin,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3693610/medium.JPG,35.5166963527,-83.9649264018,Cladrastis kentukea,Kentucky yellowwood,Fabaceae
3233298,Nicki Cagle,CC-BY-NC,http://static.inaturalist.org/photos/3742207/medium.jpg,35.9081055411,-82.7564328723,Rubus odoratus,purple-flowered raspberry,Rosaceae
3233352,Nicki Cagle,CC-BY-NC,http://static.inaturalist.org/photos/3742264/medium.jpg,35.9076267248,-82.7573198453,Leucothoe fontanesiana,mountain doghobble,Ericaceae
3295465,Mac Post,CC-BY,http://static.inaturalist.org/photos/3808757/medium.jpeg,35.6108807285,-83.4459733218,Prunus pensylvanica,fire cherry,Rosaceae
3310504,"",CC-BY-NC,http://static.inaturalist.org/photos/3826262/medium.JPG,35.980216,-81.922932,Magnolia fraseri,Fraser Magnolia,Magnoliaceae
3326665,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3843132/medium.jpeg,35.16810871,-79.37464732,Asclepias amplexicaulis,clasping milkweed,Apocynaceae
3332414,Suzanne Cadwell,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3848019/medium.jpeg,35.99305877,-79.05398322,Lysimachia ciliata,fringed loosestrife,Primulaceae
3354259,Jonathan (JC) Carpenter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3871702/medium.JPG,35.5573233333,-83.4938383333,Ribes rotundifolium,Appalachian Gooseberry,Grossulariaceae
3354263,Jonathan (JC) Carpenter,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3871758/medium.JPG,35.5570483333,-83.49384,Maianthemum canadense,Canada mayflower,Asparagaceae
3358145,"",CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3877955/medium.jpg,35.8324916667,-75.59575,Gaillardia pulchella,Indian blanket,Asteraceae
3365961,,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3886532/medium.jpg,35.9059857577,-79.0610712022,Hemerocallis fulva,orange day-lily,Asphodelaceae
